Province,District,Sector,Cell,Village
Iburasirazuba,Kirehe,Nyarubuye,Nyabitare,Mpanguhe
Iburasirazuba,Kirehe,Nyarubuye,Nyabitare,Ndabarekuye
Iburasirazuba,Kirehe,Nyarubuye,Nyabitare,Nyabayama
Iburasirazuba,Kirehe,Nyarubuye,Nyabitare,Nyabitare
Iburasirazuba,Kirehe,Nyarubuye,Nyabitare,Nyamisagara
Iburasirazuba,Kirehe,Nyarubuye,Nyabitare,Nyamugari
Iburasirazuba,Kirehe,Nyarubuye,Nyabitare,Rugarama
Iburasirazuba,Kirehe,Nyarubuye,Nyabitare,Rwamagana
Iburasirazuba,Kirehe,Nyarubuye,Nyarutunga,Bugarura
Iburasirazuba,Kirehe,Nyarubuye,Nyarutunga,Kagabiro
Iburasirazuba,Kirehe,Nyarubuye,Nyarutunga,Kagorogoro
Iburasirazuba,Kirehe,Nyarubuye,Nyarutunga,Nkakwa
Iburasirazuba,Kirehe,Nyarubuye,Nyarutunga,Nyakanazi
Iburasirazuba,Kirehe,Nyarubuye,Nyarutunga,Nyarubuye I
Iburasirazuba,Kirehe,Nyarubuye,Nyarutunga,Nyarubuye Ii
Iburasirazuba,Kirehe,Nyarubuye,Nyarutunga,Nyarutunga
Iburasirazuba,Kirehe,Nyarubuye,Nyarutunga,Remera
Iburasirazuba,Kirehe,Nyarubuye,Nyarutunga,Rubare
Iburasirazuba,Kirehe,Nyarubuye,Nyarutunga,Rutunga
Iburasirazuba,Ngoma,Gashanda,Cyerwa,Cyerwa
Iburasirazuba,Ngoma,Gashanda,Cyerwa,Gako
Iburasirazuba,Ngoma,Gashanda,Cyerwa,Mizibiri
Iburasirazuba,Ngoma,Gashanda,Cyerwa,Muyange
Iburasirazuba,Ngoma,Gashanda,Cyerwa,Nyamugali
Iburasirazuba,Ngoma,Gashanda,Cyerwa,Ruyema I
Iburasirazuba,Ngoma,Gashanda,Cyerwa,Ruyema Ii
Iburasirazuba,Ngoma,Gashanda,Giseri,Kibimba
Iburasirazuba,Ngoma,Gashanda,Giseri,Murambi
Iburasirazuba,Ngoma,Gashanda,Giseri,Nyagitabire
Iburasirazuba,Ngoma,Gashanda,Giseri,Rubambantare
Iburasirazuba,Ngoma,Gashanda,Giseri,Rwambohero
Iburasirazuba,Ngoma,Gashanda,Giseri,Rwanyamigono
Iburasirazuba,Ngoma,Gashanda,Munege,Gakuto
Iburasirazuba,Ngoma,Gashanda,Munege,Kanege
Iburasirazuba,Ngoma,Gashanda,Munege,Nyagasenga
Iburasirazuba,Ngoma,Gashanda,Munege,Rugarama
Iburasirazuba,Ngoma,Gashanda,Mutsindo,Cyanama
Iburasirazuba,Ngoma,Gashanda,Mutsindo,Gisenyi
Iburasirazuba,Ngoma,Gashanda,Mutsindo,Kanyinya
Iburasirazuba,Ngoma,Gashanda,Mutsindo,Kirundo
Iburasirazuba,Ngoma,Gashanda,Mutsindo,Nyakarambo
Iburasirazuba,Ngoma,Gashanda,Mutsindo,Nyamasare
Iburasirazuba,Ngoma,Gashanda,Mutsindo,Rwakavuna
Iburasirazuba,Ngoma,Gashanda,Mutsindo,Rwinkuba
Iburasirazuba,Ngoma,Gashanda,Mutsindo,Ryangiriye
Iburasirazuba,Ngoma,Jarama,Ihanika,Irebero
Iburasirazuba,Ngoma,Jarama,Ihanika,Kabonero
Iburasirazuba,Ngoma,Jarama,Ihanika,Kamapfizi
Iburasirazuba,Ngoma,Jarama,Ihanika,Kivugiza
Iburasirazuba,Ngoma,Jarama,Ihanika,Nyamugari
Iburasirazuba,Ngoma,Jarama,Ihanika,Umuka
Iburasirazuba,Ngoma,Jarama,Jarama,Abiyunze
Iburasirazuba,Ngoma,Jarama,Jarama,Akabeza
Iburasirazuba,Ngoma,Jarama,Jarama,Dufatanye
Iburasirazuba,Ngoma,Jarama,Jarama,Duterimbere
Iburasirazuba,Ngoma,Jarama,Jarama,Irarire
Iburasirazuba,Ngoma,Jarama,Jarama,Twizerane
Iburasirazuba,Ngoma,Jarama,Jarama,Ubumwe
Iburasirazuba,Ngoma,Jarama,Karenge,Akabuga
Iburasirazuba,Ngoma,Jarama,Karenge,Akagoma
Iburasirazuba,Ngoma,Jarama,Karenge,Akajevuba
Iburasirazuba,Ngoma,Jarama,Karenge,Gisoko
Iburasirazuba,Ngoma,Jarama,Karenge,Kanombe
Iburasirazuba,Ngoma,Jarama,Karenge,Karenge
Iburasirazuba,Ngoma,Jarama,Karenge,Kavumu
Iburasirazuba,Ngoma,Jarama,Karenge,Korandebe
Iburasirazuba,Ngoma,Jarama,Karenge,Nyamirambo
Iburasirazuba,Ngoma,Jarama,Karenge,Nyarurembo
Iburasirazuba,Ngoma,Jarama,Karenge,Rusenyi
Iburasirazuba,Ngoma,Jarama,Karenge,Shirinyota
Iburasirazuba,Ngoma,Jarama,Kibimba,Akabira
Iburasirazuba,Ngoma,Jarama,Kibimba,Akaziba
Iburasirazuba,Ngoma,Jarama,Kibimba,Cyahafi
Iburasirazuba,Ngoma,Jarama,Kibimba,Ibabiri
Iburasirazuba,Ngoma,Jarama,Kibimba,Murama
Iburasirazuba,Ngoma,Jarama,Kibimba,Uruhuha
Iburasirazuba,Ngoma,Jarama,Kibimba,Urukomo
Iburasirazuba,Ngoma,Jarama,Kigoma,Icyurusambu
Iburasirazuba,Ngoma,Jarama,Kigoma,Iramiro
Iburasirazuba,Ngoma,Jarama,Kigoma,Kigoma
Iburasirazuba,Ngoma,Jarama,Kigoma,Meraneza
Iburasirazuba,Ngoma,Jarama,Kigoma,Mubaha
Iburasirazuba,Ngoma,Jarama,Kigoma,Ramba
Iburasirazuba,Ngoma,Jarama,Kigoma,Remera
Iburasirazuba,Ngoma,Jarama,Kigoma,Vunga
Iburasirazuba,Ngoma,Karembo,Akaziba,Impinga
Iburasirazuba,Ngoma,Karembo,Akaziba,Kwiperu
Iburasirazuba,Ngoma,Karembo,Akaziba,Kukabeza
Iburasirazuba,Ngoma,Karembo,Akaziba,Ngara
Iburasirazuba,Ngoma,Karembo,Akaziba,Nyagasozi
Iburasirazuba,Ngoma,Karembo,Akaziba,Rubumba
Iburasirazuba,Ngoma,Karembo,Akaziba,Rukizi
Iburasirazuba,Ngoma,Karembo,Akaziba,Rurenge
Iburasirazuba,Ngoma,Karembo,Akaziba,Rwamuhimbura
Iburasirazuba,Ngoma,Karembo,Akaziba,Umusebeya
Iburasirazuba,Ngoma,Karembo,Akaziba,Umuyange
Iburasirazuba,Ngoma,Karembo,Karaba,Kigobe
Iburasirazuba,Ngoma,Karembo,Karaba,Mungoro
Iburasirazuba,Ngoma,Karembo,Karaba,Rusumbantwari
Iburasirazuba,Ngoma,Karembo,Karaba,Umurehe
Iburasirazuba,Ngoma,Karembo,Karaba,Urutare
Iburasirazuba,Ngoma,Karembo,Nyamirambo,Gashekasheke I
Iburasirazuba,Ngoma,Karembo,Nyamirambo,Gashekasheke Ii
Iburasirazuba,Ngoma,Karembo,Nyamirambo,Gitaraga
Iburasirazuba,Ngoma,Karembo,Nyamirambo,Kanama
Iburasirazuba,Ngoma,Karembo,Nyamirambo,Karibu
Iburasirazuba,Ngoma,Karembo,Nyamirambo,Kivugangoma I
Iburasirazuba,Ngoma,Karembo,Nyamirambo,Kivugangoma Ii
Iburasirazuba,Ngoma,Karembo,Nyamirambo,Mumahoro
Iburasirazuba,Ngoma,Karembo,Nyamirambo,Murambi
Iburasirazuba,Ngoma,Karembo,Nyamirambo,Rwakayango
Iburasirazuba,Ngoma,Kazo,Birenga,Gahondo
Iburasirazuba,Ngoma,Kazo,Birenga,Karisizo
Iburasirazuba,Ngoma,Kazo,Birenga,Murindwa
Iburasirazuba,Ngoma,Kazo,Birenga,Murusenyi
Iburasirazuba,Ngoma,Kazo,Birenga,Nyakagezi
Iburasirazuba,Ngoma,Kazo,Gahurire,Itambiro
Iburasirazuba,Ngoma,Kazo,Gahurire,Rebero
Iburasirazuba,Ngoma,Kazo,Gahurire,Rugenge
Iburasirazuba,Ngoma,Kazo,Gahurire,Umuyange
Iburasirazuba,Ngoma,Kazo,Karama,Kabimba
Iburasirazuba,Ngoma,Kazo,Karama,Kagusa
Iburasirazuba,Ngoma,Kazo,Karama,Karenge
Iburasirazuba,Ngoma,Kazo,Karama,Mpandu
Iburasirazuba,Ngoma,Kazo,Karama,Rango
Iburasirazuba,Ngoma,Kazo,Kinyonzo,Amabumba
Iburasirazuba,Ngoma,Kazo,Kinyonzo,Kibimba
Iburasirazuba,Ngoma,Kazo,Kinyonzo,Rugarama
Iburasirazuba,Ngoma,Kazo,Kinyonzo,Tunduti
Iburasirazuba,Ngoma,Kazo,Umukamba,Akabaya
Iburasirazuba,Ngoma,Kazo,Umukamba,Kagarama
Iburasirazuba,Ngoma,Kazo,Umukamba,Kazo
Iburasirazuba,Ngoma,Kazo,Umukamba,Umukamba
Iburasirazuba,Ngoma,Kibungo,Cyasemakamba,Amarembo
Iburasirazuba,Ngoma,Kibungo,Cyasemakamba,Bwiza
Iburasirazuba,Ngoma,Kibungo,Cyasemakamba,Gatoro
Iburasirazuba,Ngoma,Kibungo,Cyasemakamba,Kabeza
Iburasirazuba,Ngoma,Kibungo,Cyasemakamba,Kiruhura
Iburasirazuba,Ngoma,Kibungo,Cyasemakamba,Rubimba
Iburasirazuba,Ngoma,Kibungo,Gahima,Gasoro
Iburasirazuba,Ngoma,Kibungo,Gahima,Karenge
Iburasirazuba,Ngoma,Kibungo,Gahima,Kazeneza
Iburasirazuba,Ngoma,Kibungo,Gahima,Nyamigina
Iburasirazuba,Ngoma,Kibungo,Gahima,Rutovu
Iburasirazuba,Ngoma,Kibungo,Gahima,Rwamihuro
Iburasirazuba,Ngoma,Kibungo,Gatonde,Karungu
Iburasirazuba,Ngoma,Kibungo,Gatonde,Misange
Iburasirazuba,Ngoma,Kibungo,Gatonde,Nyagakizi
Iburasirazuba,Ngoma,Kibungo,Gatonde,Nyagatovu
Iburasirazuba,Ngoma,Kibungo,Gatonde,Nyakabungo
Iburasirazuba,Ngoma,Kibungo,Gatonde,Rubona
Iburasirazuba,Ngoma,Kibungo,Karenge,Amahoro
Iburasirazuba,Ngoma,Kibungo,Karenge,Gatare
Iburasirazuba,Ngoma,Kibungo,Karenge,Ihuriro
Iburasirazuba,Ngoma,Kibungo,Karenge,Isangano
Iburasirazuba,Ngoma,Kibungo,Karenge,Kabeza
Iburasirazuba,Ngoma,Kibungo,Karenge,Musamvu
Iburasirazuba,Ngoma,Kibungo,Karenge,Ubumwe
Iburasirazuba,Ngoma,Kibungo,Mahango,Gisaka
Iburasirazuba,Ngoma,Kibungo,Mahango,Kabimba
Iburasirazuba,Ngoma,Kibungo,Mahango,Kacyiru
Iburasirazuba,Ngoma,Kibungo,Mahango,Karambi
Iburasirazuba,Ngoma,Kibungo,Mahango,Rebezo
Iburasirazuba,Ngoma,Kibungo,Mahango,Ruhinga
Iburasirazuba,Ngoma,Mugesera,Akabungo,Agakindo
Iburasirazuba,Ngoma,Mugesera,Akabungo,Akabingo
Iburasirazuba,Ngoma,Mugesera,Akabungo,Kinihira
Iburasirazuba,Ngoma,Mugesera,Akabungo,Nyamirambo
Iburasirazuba,Ngoma,Mugesera,Akabungo,Rugarama
Iburasirazuba,Ngoma,Mugesera,Akabungo,Rurenge
Iburasirazuba,Ngoma,Mugesera,Akabungo,Rwinkwavu
Iburasirazuba,Ngoma,Mugesera,Mugatare,Icocorero
Iburasirazuba,Ngoma,Mugesera,Mugatare,Ikibinge
Iburasirazuba,Ngoma,Mugesera,Mugatare,Isangano
Iburasirazuba,Ngoma,Mugesera,Mugatare,Kampara
Iburasirazuba,Ngoma,Mugesera,Mugatare,Kumunini
Iburasirazuba,Ngoma,Mugesera,Mugatare,Kumuyange
Iburasirazuba,Ngoma,Mugesera,Mugatare,Mumurenge
Iburasirazuba,Ngoma,Mugesera,Mugatare,Rwamenyo
Iburasirazuba,Ngoma,Mugesera,Ntanga,Akabande
Iburasirazuba,Ngoma,Mugesera,Ntanga,Akabeza
Iburasirazuba,Ngoma,Mugesera,Ntanga,Akinteko
Iburasirazuba,Ngoma,Mugesera,Ntanga,Ikiyovu
Iburasirazuba,Ngoma,Mugesera,Ntanga,Murambi
Iburasirazuba,Ngoma,Mugesera,Ntanga,Rugaju
Iburasirazuba,Ngoma,Mugesera,Ntanga,Urukoki
Iburasirazuba,Ngoma,Mugesera,Nyamugari,Gisenyi
Iburasirazuba,Ngoma,Mugesera,Nyamugari,Gishandaro
Iburasirazuba,Ngoma,Mugesera,Nyamugari,Kimanama
Iburasirazuba,Ngoma,Mugesera,Nyamugari,Nyamabuye
Iburasirazuba,Ngoma,Mugesera,Nyamugari,Rwarutare
Iburasirazuba,Ngoma,Mugesera,Nyamugari,Ubuhanira
Iburasirazuba,Ngoma,Mugesera,Nyange,Agatare
Iburasirazuba,Ngoma,Mugesera,Nyange,Gomezo
Iburasirazuba,Ngoma,Mugesera,Nyange,Ntarama
Iburasirazuba,Ngoma,Mugesera,Nyange,Nunga
Iburasirazuba,Ngoma,Mugesera,Nyange,Rugazi
Iburasirazuba,Ngoma,Mugesera,Nyange,Rusave
Iburasirazuba,Ngoma,Mugesera,Nyange,Rwamibari
Iburasirazuba,Ngoma,Murama,Gitaraga,Gitaraga
Iburasirazuba,Ngoma,Murama,Gitaraga,Kizenga
Iburasirazuba,Ngoma,Murama,Gitaraga,Ntara
Iburasirazuba,Ngoma,Murama,Gitaraga,Nyagahura
Iburasirazuba,Ngoma,Murama,Gitaraga,Nyakabanga
Iburasirazuba,Ngoma,Murama,Gitaraga,Rukizi
Iburasirazuba,Ngoma,Murama,Gitaraga,Tonero
Iburasirazuba,Ngoma,Murama,Kigabiro,Cyeru
Iburasirazuba,Ngoma,Murama,Kigabiro,Kaboza
Iburasirazuba,Ngoma,Murama,Kigabiro,Kigabiro
Iburasirazuba,Ngoma,Murama,Kigabiro,Murutare
Iburasirazuba,Ngoma,Murama,Kigabiro,Mutara
Iburasirazuba,Ngoma,Murama,Kigabiro,Nyagasozi
Iburasirazuba,Ngoma,Murama,Mvumba,Gitesanyi
Iburasirazuba,Ngoma,Murama,Mvumba,Kibimba
Iburasirazuba,Ngoma,Murama,Mvumba,Kiyagara
Iburasirazuba,Ngoma,Murama,Mvumba,Mvumba
Iburasirazuba,Ngoma,Murama,Mvumba,Nyakagezi
Iburasirazuba,Ngoma,Murama,Mvumba,Nyarwanya
Iburasirazuba,Ngoma,Murama,Mvumba,Rugarama
Iburasirazuba,Ngoma,Murama,Rurenge,Gashanda
Iburasirazuba,Ngoma,Murama,Rurenge,Gasibya
Iburasirazuba,Ngoma,Murama,Rurenge,Gatoma
Iburasirazuba,Ngoma,Murama,Rurenge,Gitaba
Iburasirazuba,Ngoma,Murama,Rurenge,Kabeza
Iburasirazuba,Ngoma,Murama,Rurenge,Kambuto
Iburasirazuba,Ngoma,Murama,Rurenge,Kanyinya
Iburasirazuba,Ngoma,Murama,Rurenge,Kaziba
Iburasirazuba,Ngoma,Murama,Rurenge,Kurutare
Iburasirazuba,Ngoma,Murama,Rurenge,Muguruka
Iburasirazuba,Ngoma,Murama,Rurenge,Murambi
Iburasirazuba,Ngoma,Murama,Rurenge,Ruvuzi
Iburasirazuba,Ngoma,Murama,Rurenge,Ruzinga
Iburasirazuba,Ngoma,Murama,Sakara,Agatonde
Iburasirazuba,Ngoma,Murama,Sakara,Kabahushi
Iburasirazuba,Ngoma,Murama,Sakara,Kakahi
Iburasirazuba,Ngoma,Murama,Sakara,Kavumu
Iburasirazuba,Ngoma,Murama,Sakara,Kukarenge
Iburasirazuba,Ngoma,Murama,Sakara,Mukibara
Iburasirazuba,Ngoma,Murama,Sakara,Nyagataba
Iburasirazuba,Ngoma,Murama,Sakara,Nyamirembe
Iburasirazuba,Ngoma,Murama,Sakara,Rwabuconco
Iburasirazuba,Ngoma,Murama,Sakara,Sagatare
Iburasirazuba,Ngoma,Murama,Sakara,Urubare
Iburasirazuba,Ngoma,Mutenderi,Karwema,Cyanamo
Iburasirazuba,Ngoma,Mutenderi,Karwema,Gitesanyi
Iburasirazuba,Ngoma,Mutenderi,Karwema,Meraneza
Iburasirazuba,Ngoma,Mutenderi,Karwema,Musenyi
Iburasirazuba,Ngoma,Mutenderi,Kibare,Kabombo
Iburasirazuba,Ngoma,Mutenderi,Kibare,Mutukura
Iburasirazuba,Ngoma,Mutenderi,Kibare,Ndarage
Iburasirazuba,Ngoma,Mutenderi,Kibare,Rwakaza
Iburasirazuba,Ngoma,Mutenderi,Kibare,Rwankamba
Iburasirazuba,Ngoma,Mutenderi,Mutenderi,Agatonde
Iburasirazuba,Ngoma,Mutenderi,Mutenderi,Akarimbu
Iburasirazuba,Ngoma,Mutenderi,Mutenderi,Cyanyunga
Iburasirazuba,Ngoma,Mutenderi,Mutenderi,Kibaya
Iburasirazuba,Ngoma,Mutenderi,Mutenderi,Tonero
Iburasirazuba,Ngoma,Mutenderi,Muzingira,Gatonde
Iburasirazuba,Ngoma,Mutenderi,Muzingira,Rusave
Iburasirazuba,Ngoma,Mutenderi,Muzingira,Rwakandari
Iburasirazuba,Ngoma,Mutenderi,Muzingira,Shyagashya
Iburasirazuba,Ngoma,Mutenderi,Muzingira,Umuyange
Iburasirazuba,Ngoma,Mutenderi,Nyagasozi,Nyagasozi
Iburasirazuba,Ngoma,Mutenderi,Nyagasozi,Nyamirindi
Iburasirazuba,Ngoma,Mutenderi,Nyagasozi,Nyamugari
Iburasirazuba,Ngoma,Remera,Bugera,Gasebeya
Iburasirazuba,Ngoma,Remera,Bugera,Gatare
Iburasirazuba,Ngoma,Remera,Bugera,Gisunzu
Iburasirazuba,Ngoma,Remera,Bugera,Kabeza
Iburasirazuba,Ngoma,Remera,Bugera,Kiyovu
Iburasirazuba,Ngoma,Remera,Bugera,Kumukiza
Iburasirazuba,Ngoma,Remera,Bugera,Munini I
Iburasirazuba,Ngoma,Remera,Bugera,Munini Ii
Iburasirazuba,Ngoma,Remera,Bugera,Nkenke
Iburasirazuba,Ngoma,Remera,Bugera,Rubumba
Iburasirazuba,Ngoma,Remera,Bugera,Rwesero
Iburasirazuba,Ngoma,Remera,Kinunga,Kabeza
Iburasirazuba,Ngoma,Remera,Kinunga,Kamvumba
Iburasirazuba,Ngoma,Remera,Kinunga,Kigaga
Iburasirazuba,Ngoma,Remera,Kinunga,Murambi
Iburasirazuba,Ngoma,Remera,Kinunga,Nyarugenge
Iburasirazuba,Ngoma,Remera,Kinunga,Urusagara
Iburasirazuba,Ngoma,Remera,Ndekwe,Gikomero
Iburasirazuba,Ngoma,Remera,Ndekwe,Icyakabiri
Iburasirazuba,Ngoma,Remera,Ndekwe,Rugando
Iburasirazuba,Ngoma,Remera,Ndekwe,Ruhuha
Iburasirazuba,Ngoma,Remera,Ndekwe,Rukore
Iburasirazuba,Ngoma,Remera,Ndekwe,Rwamutabazi
Iburasirazuba,Ngoma,Remera,Nyamagana,Bukiranzuki
Iburasirazuba,Ngoma,Remera,Nyamagana,Kabuye
Iburasirazuba,Ngoma,Remera,Nyamagana,Kaguruka
Iburasirazuba,Ngoma,Remera,Nyamagana,Kinanira
Iburasirazuba,Ngoma,Remera,Nyamagana,Nyakabingo
Iburasirazuba,Ngoma,Remera,Nyamagana,Rebero
Iburasirazuba,Ngoma,Remera,Nyamagana,Rubimba
Iburasirazuba,Ngoma,Remera,Nyamagana,Ruhama
Iburasirazuba,Ngoma,Remera,Nyamagana,Ryinteko
Iburasirazuba,Ngoma,Remera,Nyamagana,Tonero
Iburasirazuba,Ngoma,Rukira,Buliba,Dagaza
Iburasirazuba,Ngoma,Rukira,Buliba,Gatare
Iburasirazuba,Ngoma,Rukira,Buliba,Kabeza
Iburasirazuba,Ngoma,Rukira,Buliba,Kanzenze
Iburasirazuba,Ngoma,Rukira,Buliba,Kibande
Iburasirazuba,Ngoma,Rukira,Buliba,Kibimba
Iburasirazuba,Ngoma,Rukira,Buliba,Rugaragara
Iburasirazuba,Ngoma,Rukira,Buliba,Rurama
Iburasirazuba,Ngoma,Rukira,Buliba,Rwakimanzi
Iburasirazuba,Ngoma,Rukira,Buliba,Rwavuguta
Iburasirazuba,Ngoma,Rukira,Buliba,Sangano
Iburasirazuba,Ngoma,Rukira,Kibatsi,Agatare
Iburasirazuba,Ngoma,Rukira,Kibatsi,Bweranka
Iburasirazuba,Ngoma,Rukira,Kibatsi,Gahushyi
Iburasirazuba,Ngoma,Rukira,Kibatsi,Gituku
Iburasirazuba,Ngoma,Rukira,Kibatsi,Kagarama
Iburasirazuba,Ngoma,Rukira,Kibatsi,Kibimba
Iburasirazuba,Ngoma,Rukira,Kibatsi,Korandebe
Iburasirazuba,Ngoma,Rukira,Kibatsi,Munezero
Iburasirazuba,Ngoma,Rukira,Kibatsi,Nyamabuye
Iburasirazuba,Ngoma,Rukira,Kibatsi,Rubagabaga
Iburasirazuba,Ngoma,Rukira,Kibatsi,Rusenyi
Iburasirazuba,Ngoma,Rukira,Kibatsi,Rwanyineka
Iburasirazuba,Ngoma,Rukira,Kibatsi,Terimbere
Iburasirazuba,Ngoma,Rukira,Nyaruvumu,Amahoro
Iburasirazuba,Ngoma,Rukira,Nyaruvumu,Cyamahehe
Iburasirazuba,Ngoma,Rukira,Nyaruvumu,Gafunzo
Iburasirazuba,Ngoma,Rukira,Nyaruvumu,Gatare
Iburasirazuba,Ngoma,Rukira,Nyaruvumu,Isangano
Iburasirazuba,Ngoma,Rukira,Nyaruvumu,Nyagataba
Iburasirazuba,Ngoma,Rukira,Nyaruvumu,Rugenge
Iburasirazuba,Ngoma,Rukira,Nyaruvumu,Terimbere
Iburasirazuba,Ngoma,Rukira,Nyinya,Cyabayagara
Iburasirazuba,Ngoma,Rukira,Nyinya,Kabimba
Iburasirazuba,Ngoma,Rukira,Nyinya,Karuruma
Iburasirazuba,Ngoma,Rukira,Nyinya,Kibimba
Iburasirazuba,Ngoma,Rukira,Nyinya,Mirambi
Iburasirazuba,Ngoma,Rukira,Nyinya,Rugarama
Iburasirazuba,Ngoma,Rukira,Nyinya,Ruhama
Iburasirazuba,Ngoma,Rukira,Nyinya,Rwagakobe
Iburasirazuba,Ngoma,Rukira,Nyinya,Rwagishanga
Iburasirazuba,Ngoma,Rukira,Nyinya,Rwamukobwa
Iburasirazuba,Ngoma,Rukumberi,Gituza,Gitesanyi
Iburasirazuba,Ngoma,Rukumberi,Gituza,Gituza
Iburasirazuba,Ngoma,Rukumberi,Gituza,Mfune
Iburasirazuba,Ngoma,Rukumberi,Gituza,Ruyenzi
Iburasirazuba,Ngoma,Rukumberi,Ntovi,Iyantende
Iburasirazuba,Ngoma,Rukumberi,Ntovi,Kigese
Iburasirazuba,Ngoma,Rukumberi,Ntovi,Mugwato
Iburasirazuba,Ngoma,Rukumberi,Ntovi,Ntovi
Iburasirazuba,Ngoma,Rukumberi,Ntovi,Rukumberi
Iburasirazuba,Ngoma,Rukumberi,Ntovi,Rwamibabi
Iburasirazuba,Ngoma,Rukumberi,Rubago,Akabungo
Iburasirazuba,Ngoma,Rukumberi,Rubago,Kavumve
Iburasirazuba,Ngoma,Rukumberi,Rubago,Nyagakizi
Iburasirazuba,Ngoma,Rukumberi,Rubago,Nyagitabire
Iburasirazuba,Ngoma,Rukumberi,Rubago,Rubago
Iburasirazuba,Ngoma,Rukumberi,Rubona,Kagarama
Iburasirazuba,Ngoma,Rukumberi,Rubona,Maswa I
Iburasirazuba,Ngoma,Rukumberi,Rubona,Maswa Ii
Iburasirazuba,Ngoma,Rukumberi,Rubona,Rugenda I
Iburasirazuba,Ngoma,Rukumberi,Rubona,Rugenda Ii
Iburasirazuba,Ngoma,Rukumberi,Rubona,Ruyenzi I
Iburasirazuba,Ngoma,Rukumberi,Rwintashya,Bare
Iburasirazuba,Ngoma,Rukumberi,Rwintashya,Karokora
Iburasirazuba,Ngoma,Rukumberi,Rwintashya,Rwimpongo I
Iburasirazuba,Ngoma,Rukumberi,Rwintashya,Rwimpongo Ii
Iburasirazuba,Ngoma,Rukumberi,Rwintashya,Shyembe
Iburasirazuba,Ngoma,Rurenge,Akagarama,Kuwimana
Iburasirazuba,Ngoma,Rurenge,Akagarama,Mukibimba
Iburasirazuba,Ngoma,Rurenge,Akagarama,Rwanyamuhinda
Iburasirazuba,Ngoma,Rurenge,Akagarama,Umurambi
Iburasirazuba,Ngoma,Rurenge,Akagarama,Rugazi
Iburasirazuba,Ngoma,Rurenge,Akagarama,Uruyenzi
Iburasirazuba,Ngoma,Rurenge,Muhurire,Agatonero
Iburasirazuba,Ngoma,Rurenge,Muhurire,Gashinya
Iburasirazuba,Ngoma,Rurenge,Muhurire,Gisunzu
Iburasirazuba,Ngoma,Rurenge,Muhurire,Gitobe
Iburasirazuba,Ngoma,Rurenge,Muhurire,Nyamata
Iburasirazuba,Ngoma,Rurenge,Musya,Inteko
Iburasirazuba,Ngoma,Rurenge,Musya,Kabimba
Iburasirazuba,Ngoma,Rurenge,Musya,Kamugundu
Iburasirazuba,Ngoma,Rurenge,Musya,Karama
Iburasirazuba,Ngoma,Rurenge,Musya,Runazi
Iburasirazuba,Ngoma,Rurenge,Musya,Rwasaburo
Iburasirazuba,Ngoma,Rurenge,Rugese,Kajevuba
Iburasirazuba,Ngoma,Rurenge,Rugese,Kamwiru
Iburasirazuba,Ngoma,Rurenge,Rugese,Kiyanja
Iburasirazuba,Ngoma,Rurenge,Rugese,Kumunini
Iburasirazuba,Ngoma,Rurenge,Rugese,Nyamigende
Iburasirazuba,Ngoma,Rurenge,Rugese,Rugarika
Iburasirazuba,Ngoma,Rurenge,Rugese,Rwakanuma
Iburasirazuba,Ngoma,Rurenge,Rujambara,Akarambaraye
Iburasirazuba,Ngoma,Rurenge,Rujambara,Kabeza
Iburasirazuba,Ngoma,Rurenge,Rujambara,Mashyoza
Iburasirazuba,Ngoma,Rurenge,Rujambara,Mbonwa
Iburasirazuba,Ngoma,Rurenge,Rujambara,Nyabagaza
Iburasirazuba,Ngoma,Rurenge,Rujambara,Urusagara
Iburasirazuba,Ngoma,Rurenge,Rwikubo,Akabakanda
Iburasirazuba,Ngoma,Rurenge,Rwikubo,Amashya
Iburasirazuba,Ngoma,Rurenge,Rwikubo,Kabashumba
Iburasirazuba,Ngoma,Rurenge,Rwikubo,Kigarama
Iburasirazuba,Ngoma,Rurenge,Rwikubo,Kivugangoma
Iburasirazuba,Ngoma,Rurenge,Rwikubo,Ruhuha
Iburasirazuba,Ngoma,Rurenge,Rwikubo,Rwaromba
Iburasirazuba,Ngoma,Sake,Gafunzo,Cyanika
Iburasirazuba,Ngoma,Sake,Gafunzo,Gatare
Iburasirazuba,Ngoma,Sake,Gafunzo,Icyizanye
Iburasirazuba,Ngoma,Sake,Gafunzo,Isovu
Iburasirazuba,Ngoma,Sake,Gafunzo,Kiriko
Iburasirazuba,Ngoma,Sake,Gafunzo,Kumurenge
Iburasirazuba,Ngoma,Sake,Gafunzo,Mabuga I
Iburasirazuba,Ngoma,Sake,Gafunzo,Mabuga Ii
Iburasirazuba,Ngoma,Sake,Gafunzo,Nyakagezi
Iburasirazuba,Ngoma,Sake,Gafunzo,Rwanyabiranga
Iburasirazuba,Ngoma,Sake,Gafunzo,Rwumba
Iburasirazuba,Ngoma,Sake,Kibonde,Kabare
Iburasirazuba,Ngoma,Sake,Kibonde,Karenge
Iburasirazuba,Ngoma,Sake,Kibonde,Kidakama
Iburasirazuba,Ngoma,Sake,Kibonde,Murama
Iburasirazuba,Ngoma,Sake,Kibonde,Nkingi
Iburasirazuba,Ngoma,Sake,Kibonde,Nyagasani
Iburasirazuba,Ngoma,Sake,Kibonde,Umucyo
Iburasirazuba,Ngoma,Sake,Nkanga,Agatare
Iburasirazuba,Ngoma,Sake,Nkanga,Akabira
