Province,District,Sector,Cell,Village
Umujyi wa Kigali,Nyarugenge,Gitega,Akabahizi,Gihanga
Umujyi wa Kigali,Nyarugenge,Gitega,Akabahizi,Iterambere
Umujyi wa Kigali,Nyarugenge,Gitega,Akabahizi,Izuba
Umujyi wa Kigali,Nyarugenge,Gitega,Akabahizi,Nyaburanga
Umujyi wa Kigali,Nyarugenge,Gitega,Akabahizi,Nyenyeri
Umujyi wa Kigali,Nyarugenge,Gitega,Akabahizi,Ubukorikori
Umujyi wa Kigali,Nyarugenge,Gitega,Akabahizi,Ubumwe
Umujyi wa Kigali,Nyarugenge,Gitega,Akabahizi,Ubwiyunge
Umujyi wa Kigali,Nyarugenge,Gitega,Akabahizi,Umucyo
Umujyi wa Kigali,Nyarugenge,Gitega,Akabahizi,Umurabyo
Umujyi wa Kigali,Nyarugenge,Gitega,Akabahizi,Umuseke
Umujyi wa Kigali,Nyarugenge,Gitega,Akabahizi,Vugizo
Umujyi wa Kigali,Nyarugenge,Gitega,Akabeza,Akinyambo
Umujyi wa Kigali,Nyarugenge,Gitega,Akabeza,Amayaga
Umujyi wa Kigali,Nyarugenge,Gitega,Akabeza,Gitwa
Umujyi wa Kigali,Nyarugenge,Gitega,Akabeza,Ituze
Umujyi wa Kigali,Nyarugenge,Gitega,Akabeza,Mpazi
Umujyi wa Kigali,Nyarugenge,Gitega,Gacyamo,Amahoro
Umujyi wa Kigali,Nyarugenge,Gitega,Gacyamo,Impuhwe
Umujyi wa Kigali,Nyarugenge,Gitega,Gacyamo,Intsinzi
Umujyi wa Kigali,Nyarugenge,Gitega,Gacyamo,Kivumu
Umujyi wa Kigali,Nyarugenge,Gitega,Gacyamo,Ubumwe
Umujyi wa Kigali,Nyarugenge,Gitega,Gacyamo,Urukundo
Umujyi wa Kigali,Nyarugenge,Gitega,Gacyamo,Ururembo
Umujyi wa Kigali,Nyarugenge,Gitega,Kigarama,Ingenzi
Umujyi wa Kigali,Nyarugenge,Gitega,Kigarama,Sangwa
Umujyi wa Kigali,Nyarugenge,Gitega,Kigarama,Umubano
Umujyi wa Kigali,Nyarugenge,Gitega,Kigarama,Umucyo
Umujyi wa Kigali,Nyarugenge,Gitega,Kigarama,Umuhoza
Umujyi wa Kigali,Nyarugenge,Gitega,Kigarama,Umurava
Umujyi wa Kigali,Nyarugenge,Gitega,Kinyange,Akabugenewe
Umujyi wa Kigali,Nyarugenge,Gitega,Kinyange,Ihuriro
Umujyi wa Kigali,Nyarugenge,Gitega,Kinyange,Isangano
Umujyi wa Kigali,Nyarugenge,Gitega,Kinyange,Isano
Umujyi wa Kigali,Nyarugenge,Gitega,Kinyange,Karitasi
Umujyi wa Kigali,Nyarugenge,Gitega,Kinyange,Ubumanzi
Umujyi wa Kigali,Nyarugenge,Gitega,Kinyange,Uburezi
Umujyi wa Kigali,Nyarugenge,Gitega,Kinyange,Ubwiza
Umujyi wa Kigali,Nyarugenge,Gitega,Kinyange,Umucyo
Umujyi wa Kigali,Nyarugenge,Gitega,Kinyange,Umwembe
Umujyi wa Kigali,Nyarugenge,Gitega,Kinyange,Urugano
Umujyi wa Kigali,Nyarugenge,Gitega,Kora,Isangano
Umujyi wa Kigali,Nyarugenge,Gitega,Kora,Kanunga
Umujyi wa Kigali,Nyarugenge,Gitega,Kora,Kinyambo
Umujyi wa Kigali,Nyarugenge,Gitega,Kora,Kivumu
Umujyi wa Kigali,Nyarugenge,Gitega,Kora,Kora
Umujyi wa Kigali,Nyarugenge,Gitega,Kora,Mpazi
Umujyi wa Kigali,Nyarugenge,Gitega,Kora,Rugano
Umujyi wa Kigali,Nyarugenge,Gitega,Kora,Rugari
Umujyi wa Kigali,Nyarugenge,Gitega,Kora,Ubumwe
Umujyi wa Kigali,Nyarugenge,Kanyinya,Nyamweru,Bwimo
Umujyi wa Kigali,Nyarugenge,Kanyinya,Nyamweru,Gatare
Umujyi wa Kigali,Nyarugenge,Kanyinya,Nyamweru,Mubuga
Umujyi wa Kigali,Nyarugenge,Kanyinya,Nyamweru,Nyakirambi
Umujyi wa Kigali,Nyarugenge,Kanyinya,Nyamweru,Nyamweru
Umujyi wa Kigali,Nyarugenge,Kanyinya,Nyamweru,Ruhengeri
Umujyi wa Kigali,Nyarugenge,Kanyinya,Nzove,Bibungo
Umujyi wa Kigali,Nyarugenge,Kanyinya,Nzove,Bwiza 
Umujyi wa Kigali,Nyarugenge,Kanyinya,Nzove,Gateko
Umujyi wa Kigali,Nyarugenge,Kanyinya,Nzove,Kagasa
Umujyi wa Kigali,Nyarugenge,Kanyinya,Nzove,Nyabihu
Umujyi wa Kigali,Nyarugenge,Kanyinya,Nzove,Rutagara I
Umujyi wa Kigali,Nyarugenge,Kanyinya,Nzove,Rutagara Ii
Umujyi wa Kigali,Nyarugenge,Kanyinya,Nzove,Ruyenzi
Umujyi wa Kigali,Nyarugenge,Kanyinya,Taba,Kagaramira
Umujyi wa Kigali,Nyarugenge,Kanyinya,Taba,Ngendo
Umujyi wa Kigali,Nyarugenge,Kanyinya,Taba,Nyarurama
Umujyi wa Kigali,Nyarugenge,Kanyinya,Taba,Nyarusange
Umujyi wa Kigali,Nyarugenge,Kanyinya,Taba,Rwakivumu
Umujyi wa Kigali,Nyarugenge,Kanyinya,Taba,Taba
Umujyi wa Kigali,Nyarugenge,Kigali,Kigali,Akirwanda
Umujyi wa Kigali,Nyarugenge,Kigali,Kigali,Gisenga
Umujyi wa Kigali,Nyarugenge,Kigali,Kigali,Kadobogo
Umujyi wa Kigali,Nyarugenge,Kigali,Kigali,Kagarama
Umujyi wa Kigali,Nyarugenge,Kigali,Kigali,Kibisogi
Umujyi wa Kigali,Nyarugenge,Kigali,Kigali,Muganza
Umujyi wa Kigali,Nyarugenge,Kigali,Kigali,Murama
Umujyi wa Kigali,Nyarugenge,Kigali,Kigali,Rubuye
Umujyi wa Kigali,Nyarugenge,Kigali,Kigali,Ruhango
Umujyi wa Kigali,Nyarugenge,Kigali,Kigali,Ryasharangabo
Umujyi wa Kigali,Nyarugenge,Kigali,Mwendo,Agakomeye
Umujyi wa Kigali,Nyarugenge,Kigali,Mwendo,Akagugu
Umujyi wa Kigali,Nyarugenge,Kigali,Mwendo,Amahoro
Umujyi wa Kigali,Nyarugenge,Kigali,Mwendo,Amajyambere
Umujyi wa Kigali,Nyarugenge,Kigali,Mwendo,Birambo
Umujyi wa Kigali,Nyarugenge,Kigali,Mwendo,Isangano
Umujyi wa Kigali,Nyarugenge,Kigali,Mwendo,Kanyabami
Umujyi wa Kigali,Nyarugenge,Kigali,Mwendo,Karambo
Umujyi wa Kigali,Nyarugenge,Kigali,Mwendo,Mwendo
Umujyi wa Kigali,Nyarugenge,Kigali,Mwendo,Ruhuha
Umujyi wa Kigali,Nyarugenge,Kigali,Mwendo,Ubuzima
Umujyi wa Kigali,Nyarugenge,Kigali,Mwendo,Umutekano
Umujyi wa Kigali,Nyarugenge,Kigali,Nyabugogo,Gakoni
Umujyi wa Kigali,Nyarugenge,Kigali,Nyabugogo,Gatare
Umujyi wa Kigali,Nyarugenge,Kigali,Nyabugogo,Giticyinyoni
Umujyi wa Kigali,Nyarugenge,Kigali,Nyabugogo,Kadobogo
Umujyi wa Kigali,Nyarugenge,Kigali,Nyabugogo,Kamenge
Umujyi wa Kigali,Nyarugenge,Kigali,Nyabugogo,Karama
Umujyi wa Kigali,Nyarugenge,Kigali,Nyabugogo,Kiruhura
Umujyi wa Kigali,Nyarugenge,Kigali,Nyabugogo,Nyabikoni
Umujyi wa Kigali,Nyarugenge,Kigali,Nyabugogo,Nyabugogo
Umujyi wa Kigali,Nyarugenge,Kigali,Nyabugogo,Ruhondo
Umujyi wa Kigali,Nyarugenge,Kigali,Ruriba,Misibya
Umujyi wa Kigali,Nyarugenge,Kigali,Ruriba,Nyabitare
Umujyi wa Kigali,Nyarugenge,Kigali,Ruriba,Ruhango
Umujyi wa Kigali,Nyarugenge,Kigali,Ruriba,Ruharabuge
Umujyi wa Kigali,Nyarugenge,Kigali,Ruriba,Ruriba
Umujyi wa Kigali,Nyarugenge,Kigali,Ruriba,Ruzigimbogo
Umujyi wa Kigali,Nyarugenge,Kigali,Ruriba,Ryamakomari
Umujyi wa Kigali,Nyarugenge,Kigali,Ruriba,Tubungo
Umujyi wa Kigali,Nyarugenge,Kigali,Rwesero,Akanyamirambo
Umujyi wa Kigali,Nyarugenge,Kigali,Rwesero,Akinama
Umujyi wa Kigali,Nyarugenge,Kigali,Rwesero,Makaga
Umujyi wa Kigali,Nyarugenge,Kigali,Rwesero,Musimba
Umujyi wa Kigali,Nyarugenge,Kigali,Rwesero,Ruhogo
Umujyi wa Kigali,Nyarugenge,Kigali,Rwesero,Rwesero
Umujyi wa Kigali,Nyarugenge,Kigali,Rwesero,Rweza
Umujyi wa Kigali,Nyarugenge,Kigali,Rwesero,Vuganyana
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kamuhoza,Buhoro
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kamuhoza,Busasamana
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kamuhoza,Isimbi
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kamuhoza,Ituze
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kamuhoza,Karama
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kamuhoza,Karwarugabo
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kamuhoza,Kigabiro
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kamuhoza,Mataba
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kamuhoza,Munini
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kamuhoza,Ntaraga
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kamuhoza,Nunga
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kamuhoza,Rurama
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kamuhoza,Rutunga
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kamuhoza,Tetero
Umujyi wa Kigali,Nyarugenge,Kimisagara,Katabaro,Akamahoro
Umujyi wa Kigali,Nyarugenge,Kimisagara,Katabaro,Akishinge
Umujyi wa Kigali,Nyarugenge,Kimisagara,Katabaro,Akishuri
Umujyi wa Kigali,Nyarugenge,Kimisagara,Katabaro,Amahumbezi
Umujyi wa Kigali,Nyarugenge,Kimisagara,Katabaro,Inganzo
Umujyi wa Kigali,Nyarugenge,Kimisagara,Katabaro,Kigarama
Umujyi wa Kigali,Nyarugenge,Kimisagara,Katabaro,Mpazi
Umujyi wa Kigali,Nyarugenge,Kimisagara,Katabaro,Mugina
Umujyi wa Kigali,Nyarugenge,Kimisagara,Katabaro,Ubumwe
Umujyi wa Kigali,Nyarugenge,Kimisagara,Katabaro,Ubusabane
Umujyi wa Kigali,Nyarugenge,Kimisagara,Katabaro,Umubano
Umujyi wa Kigali,Nyarugenge,Kimisagara,Katabaro,Umurinzi
Umujyi wa Kigali,Nyarugenge,Kimisagara,Katabaro,Uruyange
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kimisagara,Akabeza
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kimisagara,Amahoro
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kimisagara,Birama
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kimisagara,Buhoro
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kimisagara,Bwiza 
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kimisagara,Byimana
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kimisagara,Gakaraza
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kimisagara,Gaseke
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kimisagara,Ihuriro
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kimisagara,Inkurunziza
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kimisagara,Karambi
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kimisagara,Kigina
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kimisagara,Kimisagara 
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kimisagara,Kove
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kimisagara,Muganza
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kimisagara,Nyabugogo
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kimisagara,Nyagakoki
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kimisagara,Nyakabingo 
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kimisagara,Nyamabuye
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kimisagara,Sangwa
Umujyi wa Kigali,Nyarugenge,Kimisagara,Kimisagara,Sano
Umujyi wa Kigali,Nyarugenge,Mageregere,Kankuba,Kamatamu
Umujyi wa Kigali,Nyarugenge,Mageregere,Kankuba,Kankuba
Umujyi wa Kigali,Nyarugenge,Mageregere,Kankuba,Karukina
Umujyi wa Kigali,Nyarugenge,Mageregere,Kankuba,Musave
Umujyi wa Kigali,Nyarugenge,Mageregere,Kankuba,Nyarumanga
Umujyi wa Kigali,Nyarugenge,Mageregere,Kankuba,Rugendabari
Umujyi wa Kigali,Nyarugenge,Mageregere,Kavumu,Ayabatanga
Umujyi wa Kigali,Nyarugenge,Mageregere,Kavumu,Kankurimba
Umujyi wa Kigali,Nyarugenge,Mageregere,Kavumu,Kavumu
Umujyi wa Kigali,Nyarugenge,Mageregere,Kavumu,Mubura
Umujyi wa Kigali,Nyarugenge,Mageregere,Kavumu,Murondo
Umujyi wa Kigali,Nyarugenge,Mageregere,Kavumu,Nyakabingo
Umujyi wa Kigali,Nyarugenge,Mageregere,Kavumu,Nyarubuye
Umujyi wa Kigali,Nyarugenge,Mageregere,Mataba,Burema
Umujyi wa Kigali,Nyarugenge,Mageregere,Mataba,Gahombo
Umujyi wa Kigali,Nyarugenge,Mageregere,Mataba,Kabeza
Umujyi wa Kigali,Nyarugenge,Mageregere,Mataba,Karambi
Umujyi wa Kigali,Nyarugenge,Mageregere,Mataba,Kwisanga
Umujyi wa Kigali,Nyarugenge,Mageregere,Mataba,Mageragere
Umujyi wa Kigali,Nyarugenge,Mageregere,Mataba,Mataba
Umujyi wa Kigali,Nyarugenge,Mageregere,Mataba,Rushubi
Umujyi wa Kigali,Nyarugenge,Mageregere,Ntungamo,Akanakamageragere
Umujyi wa Kigali,Nyarugenge,Mageregere,Ntungamo,Gatovu
Umujyi wa Kigali,Nyarugenge,Mageregere,Ntungamo,Nyabitare
Umujyi wa Kigali,Nyarugenge,Mageregere,Ntungamo,Nyarubande
Umujyi wa Kigali,Nyarugenge,Mageregere,Ntungamo,Rubungo
Umujyi wa Kigali,Nyarugenge,Mageregere,Ntungamo,Rwindonyi
Umujyi wa Kigali,Nyarugenge,Mageregere,Nyarufunzo,Akabungo
Umujyi wa Kigali,Nyarugenge,Mageregere,Nyarufunzo,Akamashinge
Umujyi wa Kigali,Nyarugenge,Mageregere,Nyarufunzo,Maya
Umujyi wa Kigali,Nyarugenge,Mageregere,Nyarufunzo,Nyarufunzo
Umujyi wa Kigali,Nyarugenge,Mageregere,Nyarufunzo,Nyarurama
Umujyi wa Kigali,Nyarugenge,Mageregere,Nyarufunzo,Rubete
Umujyi wa Kigali,Nyarugenge,Mageregere,Nyarurenzi,Amahoro
Umujyi wa Kigali,Nyarugenge,Mageregere,Nyarurenzi,Ayabaramba
Umujyi wa Kigali,Nyarugenge,Mageregere,Nyarurenzi,Gikuyu
Umujyi wa Kigali,Nyarugenge,Mageregere,Nyarurenzi,Iterambere
Umujyi wa Kigali,Nyarugenge,Mageregere,Nyarurenzi,Nyabirondo
Umujyi wa Kigali,Nyarugenge,Mageregere,Nyarurenzi,Nyarurenzi
Umujyi wa Kigali,Nyarugenge,Mageregere,Runzenze,Gisunzu
Umujyi wa Kigali,Nyarugenge,Mageregere,Runzenze,Mpanga
Umujyi wa Kigali,Nyarugenge,Mageregere,Runzenze,Nkomero
Umujyi wa Kigali,Nyarugenge,Mageregere,Runzenze,Runzenze
Umujyi wa Kigali,Nyarugenge,Mageregere,Runzenze,Uwurugenge
Umujyi wa Kigali,Nyarugenge,Muhima,Amahoro,Amahoro
Umujyi wa Kigali,Nyarugenge,Muhima,Amahoro,Amizero
Umujyi wa Kigali,Nyarugenge,Muhima,Amahoro,Inyarurembo
Umujyi wa Kigali,Nyarugenge,Muhima,Amahoro,Kabirizi
Umujyi wa Kigali,Nyarugenge,Muhima,Amahoro,Ubuzima
Umujyi wa Kigali,Nyarugenge,Muhima,Amahoro,Uruhimbi
Umujyi wa Kigali,Nyarugenge,Muhima,Kabasengerezi,Icyeza
Umujyi wa Kigali,Nyarugenge,Muhima,Kabasengerezi,Ikana
Umujyi wa Kigali,Nyarugenge,Muhima,Kabasengerezi,Intwari
Umujyi wa Kigali,Nyarugenge,Muhima,Kabasengerezi,Kabasengerezi
Umujyi wa Kigali,Nyarugenge,Muhima,Kabeza,Hirwa
Umujyi wa Kigali,Nyarugenge,Muhima,Kabeza,Ikaze
Umujyi wa Kigali,Nyarugenge,Muhima,Kabeza,Imanzi
Umujyi wa Kigali,Nyarugenge,Muhima,Kabeza,Ingenzi
Umujyi wa Kigali,Nyarugenge,Muhima,Kabeza,Ituze
Umujyi wa Kigali,Nyarugenge,Muhima,Kabeza,Sangwa
Umujyi wa Kigali,Nyarugenge,Muhima,Kabeza,Umwezi
Umujyi wa Kigali,Nyarugenge,Muhima,Nyabugogo,Abeza
Umujyi wa Kigali,Nyarugenge,Muhima,Nyabugogo,Icyerekezo
Umujyi wa Kigali,Nyarugenge,Muhima,Nyabugogo,Indatwa
Umujyi wa Kigali,Nyarugenge,Muhima,Nyabugogo,Rwezangoro
Umujyi wa Kigali,Nyarugenge,Muhima,Nyabugogo,Ubucuruzi
Umujyi wa Kigali,Nyarugenge,Muhima,Nyabugogo,Umutekano
Umujyi wa Kigali,Nyarugenge,Muhima,Rugenge,Imihigo
Umujyi wa Kigali,Nyarugenge,Muhima,Rugenge,Impala
Umujyi wa Kigali,Nyarugenge,Muhima,Rugenge,Rugenge
Umujyi wa Kigali,Nyarugenge,Muhima,Rugenge,Ubumanzi
Umujyi wa Kigali,Nyarugenge,Muhima,Tetero,Indamutsa
Umujyi wa Kigali,Nyarugenge,Muhima,Tetero,Ingoro
Umujyi wa Kigali,Nyarugenge,Muhima,Tetero,Inkingi
Umujyi wa Kigali,Nyarugenge,Muhima,Tetero,Intiganda 
Umujyi wa Kigali,Nyarugenge,Muhima,Tetero,Iwacu
Umujyi wa Kigali,Nyarugenge,Muhima,Tetero,Tetero
Umujyi wa Kigali,Nyarugenge,Muhima,Ubumwe,Bwahirimba
Umujyi wa Kigali,Nyarugenge,Muhima,Ubumwe,Duterimbere
Umujyi wa Kigali,Nyarugenge,Muhima,Ubumwe,Isangano
Umujyi wa Kigali,Nyarugenge,Muhima,Ubumwe,Nyanza
Umujyi wa Kigali,Nyarugenge,Muhima,Ubumwe,Urugwiro
Umujyi wa Kigali,Nyarugenge,Muhima,Ubumwe,Urwego
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira I,Kabusunzu
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira I,Munanira 
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira I,Ntaraga
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira I,Nyagasozi
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira I,Rurembo
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira Ii,Gasiza
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira Ii,Kamwiza
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira Ii,Kanyange
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira Ii,Karudandi
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira Ii,Kigabiro
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira Ii,Kokobe
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira Ii,Mucyuranyana 
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira Ii,Nkundumurimbo
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda I,Akinkware
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda I,Gapfupfu
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda I,Gasiza
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda I,Kariyeri
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda I,Kokobe
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda I,Munini
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda I,Nyakabanda
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda I,Rwagitanga
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda Ii,Ibuhoro
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda Ii,Kabeza
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda Ii,Kanyiranganji
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda Ii,Karujongi
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda Ii,Kigarama
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda Ii,Kirwa
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Amizero
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Gabiro
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Imanzi
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Ingenzi
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Intwari
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Karisimbi
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Mahoro
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Mpano
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Muhabura
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Muhoza
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Munini
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Rugero
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Shema
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Gasharu ,Kagunga
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Gasharu ,Karukoro
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Gasharu ,Rwintare
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Mumena,Akanyana
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Mumena,Akanyirazaninka
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Mumena,Akarekare
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Mumena,Akatabaro
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Mumena,Irembo 
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Mumena,Itaba
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Mumena,Kiberinka
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Mumena,Mumena
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Mumena,Rwampara
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Rugarama,Gatare
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Rugarama,Kiberinka
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Rugarama,Munanira
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Rugarama,Riba
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Rugarama,Rubona
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Rugarama,Rugarama
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Rugarama,Runyinya
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Rugarama,Rusisiro
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Rugarama,Tetero 
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Agatare,Agatare
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Agatare,Amajyambere 
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Agatare,Inyambo
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Agatare,Meraneza
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Agatare,Uburezi
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Agatare,Umucyo
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Agatare,Umurava
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Biryogo,Biryogo
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Biryogo,Gabiro
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Biryogo,Isoko
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Biryogo,Nyiranuma
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Biryogo,Umurimo
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Amizero
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Cercle Sportif
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Ganza 
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Imena
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Indangamirwa
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Ingenzi
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Inyarurembo
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Ishema
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Isibo
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Muhabura 
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Rugunga 
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Sugira
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Rwampara,Amahoro
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Rwampara,Gacaca 
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Rwampara,Intwari
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Rwampara,Rwampara
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Rwampara,Umucyo 
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Rwampara,Umuganda
Umujyi wa Kigali,Nyarugenge,Rwezamenyo,Kabuguru I,Muhoza
Umujyi wa Kigali,Nyarugenge,Rwezamenyo,Kabuguru I,Muhuza
Umujyi wa Kigali,Nyarugenge,Rwezamenyo,Kabuguru I,Mumararungu
Umujyi wa Kigali,Nyarugenge,Rwezamenyo,Kabuguru I,Murambi
Umujyi wa Kigali,Nyarugenge,Rwezamenyo,Kabuguru Ii,Buhoro
Umujyi wa Kigali,Nyarugenge,Rwezamenyo,Kabuguru Ii,Gasabo
Umujyi wa Kigali,Nyarugenge,Rwezamenyo,Kabuguru Ii,Mutara
Umujyi wa Kigali,Nyarugenge,Rwezamenyo,Kabuguru Ii,Ubusabane
Umujyi wa Kigali,Nyarugenge,Rwezamenyo,Rwezamenyo I,Abatarushwa
Umujyi wa Kigali,Nyarugenge,Rwezamenyo,Rwezamenyo I,Indatwa
Umujyi wa Kigali,Nyarugenge,Rwezamenyo,Rwezamenyo I,Inkerakubanza
Umujyi wa Kigali,Nyarugenge,Rwezamenyo,Rwezamenyo I,Intwari
Umujyi wa Kigali,Nyarugenge,Rwezamenyo,Rwezamenyo Ii,Amahoro
Umujyi wa Kigali,Nyarugenge,Rwezamenyo,Rwezamenyo Ii,Umucyo
